# Program:featureCounts v2.0.6; Command:"featureCounts" "-Q" "20" "-s" "2" "-p" "-a" "/storage/projects/QUO1015788/ref/REF_cds.gtf" "-T" "5" "-F" "SAF" "-o" "/storage/projects/QUO1015788/2630_A/2630_A_cds" "/storage/projects/QUO1015788/2630_A/2630_A.sam" 
Geneid	Chr	Start	End	Strand	Length	/storage/projects/QUO1015788/2630_A/2630_A.sam
PFLU_1510	OV986001.1	1655169	1656363	+	1195	43
PFLU_1511	OV986001.1	1656411	1657947	+	1537	346
PFLU_1512	OV986001.1	1658463	1659372	-	910	495
PFLU_1513	OV986001.1	1659353	1660145	-	793	554
PFLU_1514	OV986001.1	1660467	1661838	+	1372	71
PFLU_1515	OV986001.1	1661939	1662539	+	601	41
PFLU_1516	OV986001.1	1662661	1663795	+	1135	760
PFLU_1517	OV986001.1	1663791	1664085	+	295	318
PFLU_1518	OV986001.1	1664192	1665125	+	934	396
PFLU_1519	OV986001.1	1665250	1665835	-	586	839
PFLU_1520	OV986001.1	1665988	1666438	+	451	131
PFLU_1521	OV986001.1	1666451	1667672	+	1222	343
PFLU_1522	OV986001.1	1667739	1668090	-	352	308
PFLU_1523	OV986001.1	1668158	1668626	-	469	171
PFLU_1524	OV986001.1	1668793	1669171	-	379	1053
PFLU_1525	OV986001.1	1669257	1670187	+	931	162
PFLU_1526	OV986001.1	1670864	1671551	-	688	199
PFLU_1527	OV986001.1	1671584	1671908	+	325	64
PFLU_1528	OV986001.1	1671904	1672378	-	475	361
PFLU_1529	OV986001.1	1672448	1674491	-	2044	1558
PFLU_1530	OV986001.1	1674590	1675052	+	463	215
PFLU_1531	OV986001.1	1675082	1675859	+	778	399
PFLU_1532	OV986001.1	1675870	1676413	+	544	1420
PFLU_1533	OV986001.1	1676537	1677461	-	925	810
PFLU_1534	OV986001.1	1677637	1678378	+	742	2338
PFLU_1535	OV986001.1	1678374	1679079	+	706	202
PFLU_1536	OV986001.1	1679075	1679984	+	910	199
PFLU_1537	OV986001.1	1680117	1681296	-	1180	2039
PFLU_1538	OV986001.1	1681295	1682141	-	847	1175
PFLU_1539	OV986001.1	1682240	1683317	-	1078	142
PFLU_1540	OV986001.1	1683443	1684418	+	976	944
PFLU_1541	OV986001.1	1684592	1685531	+	940	11084
PFLU_1542	OV986001.1	1685663	1688405	-	2743	5615
PFLU_1543	OV986001.1	1688595	1689672	+	1078	341
PFLU_1544	OV986001.1	1689814	1690066	+	253	189
PFLU_1545	OV986001.1	1690062	1691457	-	1396	571
PFLU_1546	OV986001.1	1691597	1692740	+	1144	444
PFLU_1547	OV986001.1	1692791	1692980	-	190	265
PFLU_1548	OV986001.1	1693207	1694998	+	1792	250
PFLU_1549	OV986001.1	1695232	1697161	-	1930	1913
PFLU_1550	OV986001.1	1697374	1699294	+	1921	2589
PFLU_1551	OV986001.1	1699477	1699918	-	442	3929
PFLU_1552	OV986001.1	1700023	1700461	+	439	43
PFLU_1553	OV986001.1	1700942	1703090	+	2149	2126
PFLU_1554	OV986001.1	1703119	1704295	+	1177	1515
PFLU_1555	OV986001.1	1704392	1704629	+	238	227
PFLU_1556	OV986001.1	1704743	1707365	+	2623	7034
PFLU_1557	OV986001.1	1707563	1708085	+	523	310
PFLU_1558	OV986001.1	1708098	1708569	-	472	57
PFLU_1559	OV986001.1	1708754	1709228	-	475	305
PFLU_1560	OV986001.1	1709238	1709847	-	610	1484
PFLU_1561	OV986001.1	1710110	1710818	+	709	260
PFLU_1562	OV986001.1	1710954	1711965	+	1012	460
PFLU_1563	OV986001.1	1712077	1714771	-	2695	2371
PFLU_1564	OV986001.1	1714780	1715347	-	568	771
PFLU_1565	OV986001.1	1715358	1718808	-	3451	6035
PFLU_1566	OV986001.1	1719148	1720612	+	1465	2442
PFLU_1568	OV986001.1	1721219	1721753	-	535	82
PFLU_1569	OV986001.1	1722013	1723408	+	1396	5055
PFLU_1570	OV986001.1	1723450	1724173	-	724	423
PFLU_1571	OV986001.1	1724219	1724804	-	586	596
PFLU_1572	OV986001.1	1724898	1726149	+	1252	707
PFLU_1573	OV986001.1	1726156	1726840	+	685	330
PFLU_1574	OV986001.1	1726901	1728146	+	1246	687
PFLU_1575	OV986001.1	1728252	1729599	-	1348	70
PFLU_1576	OV986001.1	1729595	1730276	-	682	35
PFLU_1577	OV986001.1	1730394	1730943	+	550	97
PFLU_1578	OV986001.1	1731012	1731843	+	832	446
PFLU_1579	OV986001.1	1731905	1732172	-	268	2878
PFLU_1580	OV986001.1	1732282	1732891	-	610	16
PFLU_1581	OV986001.1	1733086	1733776	+	691	3435
PFLU_1582	OV986001.1	1734015	1734312	-	298	730
PFLU_1583	OV986001.1	1734588	1735770	+	1183	2382
PFLU_1584	OV986001.1	1735769	1736252	+	484	1089
PFLU_1585	OV986001.1	1736452	1737379	-	928	3901
PFLU_1586	OV986001.1	1737632	1738643	-	1012	475
PFLU_1587	OV986001.1	1738746	1739898	+	1153	336
PFLU_1588	OV986001.1	1739971	1740868	-	898	21
PFLU_1589	OV986001.1	1740913	1741792	-	880	9
PFLU_1590	OV986001.1	1741943	1743701	+	1759	8
PFLU_1591	OV986001.1	1743700	1744753	+	1054	2
PFLU_1591A	OV986001.1	1744889	1745876	-	988	176
PFLU_1591B	OV986001.1	1745872	1746406	-	535	83
PFLU_1592	OV986001.1	1746621	1747302	-	682	35
PFLU_1593	OV986001.1	1747326	1747845	-	520	11
PFLU_1594	OV986001.1	1748701	1748992	-	292	21
PFLU_1595	OV986001.1	1749198	1750581	-	1384	1204
PFLU_1596	OV986001.1	1750810	1751059	-	250	9
PFLU_1597	OV986001.1	1751467	1752523	-	1057	446
PFLU_1598	OV986001.1	1752921	1753230	-	310	11
PFLU_1599	OV986001.1	1753441	1753933	+	493	6
PFLU_1600	OV986001.1	1753929	1754154	-	226	0
PFLU_1601	OV986001.1	1754601	1755258	-	658	523
PFLU_1602	OV986001.1	1755451	1756639	-	1189	206
PFLU_1603	OV986001.1	1756795	1759618	+	2824	62
PFLU_1604	OV986001.1	1759614	1760814	+	1201	27
PFLU_1605	OV986001.1	1760882	1763852	+	2971	69
PFLU_1606	OV986001.1	1763851	1764499	+	649	22
PFLU_1607	OV986001.1	1764499	1764994	-	496	10
PFLU_1608	OV986001.1	1764990	1765458	-	469	38
PFLU_1609	OV986001.1	1765468	1766374	-	907	17
PFLU_1610	OV986001.1	1766376	1768953	-	2578	4
PFLU_1611	OV986001.1	1768993	1769692	-	700	6
PFLU_1612	OV986001.1	1769758	1770331	-	574	33
PFLU_1613	OV986001.1	1770712	1772359	+	1648	5652
PFLU_1614	OV986001.1	1772443	1773109	-	667	33
PFLU_1615	OV986001.1	1773209	1774106	+	898	51
PFLU_1616	OV986001.1	1774252	1774612	+	361	80
PFLU_1617	OV986001.1	1774619	1774994	-	376	142
PFLU_1618	OV986001.1	1775193	1775436	-	244	300
PFLU_1619	OV986001.1	1775727	1777101	-	1375	2707
PFLU_1620	OV986001.1	1777251	1778076	-	826	105
PFLU_1621	OV986001.1	1778386	1779580	+	1195	14322
PFLU_1622	OV986001.1	1779646	1780906	-	1261	352
PFLU_1623	OV986001.1	1781163	1782069	-	907	250
PFLU_1624	OV986001.1	1782171	1783341	+	1171	39
PFLU_1625	OV986001.1	1783462	1784377	-	916	111
PFLU_1626	OV986001.1	1784499	1785684	+	1186	718
PFLU_1627	OV986001.1	1785812	1786646	-	835	58
PFLU_1628	OV986001.1	1786804	1788307	+	1504	34
PFLU_1629	OV986001.1	1788422	1789355	-	934	249
PFLU_1630	OV986001.1	1789447	1790212	-	766	901
PFLU_1631	OV986001.1	1790394	1791282	+	889	401
PFLU_1632	OV986001.1	1791285	1792233	+	949	116
PFLU_1633	OV986001.1	1792229	1793087	+	859	183
PFLU_1634	OV986001.1	1793083	1794040	+	958	472
PFLU_1635	OV986001.1	1794036	1795008	+	973	300
PFLU_1636	OV986001.1	1795040	1796555	+	1516	3458
PFLU_1637	OV986001.1	1796623	1797364	-	742	2069
PFLU_1638	OV986001.1	1797542	1798214	-	673	2017
PFLU_1639	OV986001.1	1798218	1798917	-	700	3868
PFLU_1640	OV986001.1	1798981	1800313	-	1333	715
PFLU_1641	OV986001.1	1800421	1801498	+	1078	368
PFLU_1643	OV986001.1	1801922	1804577	+	2656	10387
PFLU_1644	OV986001.1	1804819	1805905	+	1087	1905
PFLU_1645	OV986001.1	1805904	1806999	+	1096	3675
PFLU_1646	OV986001.1	1807008	1808121	+	1114	1367
PFLU_1647	OV986001.1	1808113	1810360	+	2248	2933
PFLU_1648	OV986001.1	1810356	1811046	+	691	3129
PFLU_1649	OV986001.1	1811166	1812858	+	1693	53032
PFLU_1650	OV986001.1	1813020	1813305	+	286	127
PFLU_1651	OV986001.1	1813437	1813734	+	298	178
PFLU_1652	OV986001.1	1813759	1813999	+	241	225
PFLU_1653	OV986001.1	1814985	1816164	+	1180	531
PFLU_1654	OV986001.1	1816163	1816970	+	808	4704
PFLU_1655	OV986001.1	1816972	1818196	+	1225	2774
PFLU_1656	OV986001.1	1818246	1819515	+	1270	1281
PFLU_1657	OV986001.1	1819569	1820604	+	1036	3497
PFLU_1658	OV986001.1	1820607	1821735	+	1129	5105
PFLU_1659	OV986001.1	1821747	1822878	+	1132	2774
PFLU_1660	OV986001.1	1822883	1824101	+	1219	1524
PFLU_1661	OV986001.1	1824304	1824892	+	589	1871
PFLU_1662	OV986001.1	1825294	1826326	+	1033	1988
PFLU_1663	OV986001.1	1826377	1827460	+	1084	2823
PFLU_1664	OV986001.1	1827456	1828218	+	763	1374
PFLU_1665	OV986001.1	1828214	1828880	+	667	1323
PFLU_1666	OV986001.1	1828883	1829900	+	1018	2150
PFLU_1667	OV986001.1	1829948	1831127	+	1180	1761
PFLU_1668	OV986001.1	1831519	1833514	+	1996	3475
PFLU_1669	OV986001.1	1833606	1833957	+	352	220
PFLU_1670	OV986001.1	1833978	1834557	-	580	103
PFLU_1671	OV986001.1	1834665	1835334	+	670	51
PFLU_1672	OV986001.1	1835349	1836198	+	850	145
PFLU_1673	OV986001.1	1836272	1836440	-	169	183
PFLU_1674	OV986001.1	1836551	1837916	-	1366	18
PFLU_1676	OV986001.1	1838417	1840112	+	1696	304
PFLU_1677	OV986001.1	1840133	1842185	+	2053	197
PFLU_1678	OV986001.1	1842317	1842869	+	553	467
PFLU_1679	OV986001.1	1842992	1845644	+	2653	400
PFLU_1680	OV986001.1	1845672	1846371	+	700	125
PFLU_1681	OV986001.1	1846418	1847456	-	1039	325
PFLU_1682	OV986001.1	1847693	1847972	+	280	264
PFLU_1683	OV986001.1	1848013	1848775	+	763	403
PFLU_1684	OV986001.1	1848865	1849663	+	799	298
PFLU_1685	OV986001.1	1849665	1850028	-	364	13
PFLU_1686	OV986001.1	1851429	1856148	-	4720	37
PFLU_1687	OV986001.1	1856346	1857828	-	1483	2456
PFLU_1688	OV986001.1	1857924	1858731	-	808	366
PFLU_1689	OV986001.1	1858966	1860388	+	1423	488
PFLU_1690	OV986001.1	1860491	1860926	+	436	90
PFLU_1691	OV986001.1	1861095	1861485	+	391	1304
PFLU_1692	OV986001.1	1861489	1863220	-	1732	60
PFLU_1693	OV986001.1	1863235	1863961	-	727	12
PFLU_1694	OV986001.1	1863957	1864884	-	928	6
PFLU_1695	OV986001.1	1865103	1866090	+	988	109
PFLU_1696	OV986001.1	1866202	1866676	+	475	108
PFLU_1697	OV986001.1	1866721	1869232	-	2512	1449
PFLU_1698	OV986001.1	1869231	1869915	-	685	348
PFLU_1699	OV986001.1	1869925	1870531	+	607	644
PFLU_1700	OV986001.1	1870577	1870883	+	307	153
PFLU_1701	OV986001.1	1870956	1871922	+	967	906
PFLU_1702	OV986001.1	1872106	1872358	-	253	49068
PFLU_1703	OV986001.1	1872905	1873253	+	349	674
PFLU_1704	OV986001.1	1873317	1874415	-	1099	3240
PFLU_1705	OV986001.1	1874525	1874960	-	436	109
PFLU_1706	OV986001.1	1874958	1875345	+	388	140
PFLU_1707	OV986001.1	1875341	1876304	+	964	602
PFLU_1708	OV986001.1	1876319	1877225	+	907	271
PFLU_1709	OV986001.1	1877295	1877796	+	502	155
PFLU_1710	OV986001.1	1877899	1878874	+	976	1640
PFLU_1711	OV986001.1	1878925	1879408	-	484	107
PFLU_1712	OV986001.1	1879413	1879875	-	463	151
PFLU_1713	OV986001.1	1879914	1881048	+	1135	424
PFLU_1714	OV986001.1	1881097	1881670	+	574	4171
PFLU_1715	OV986001.1	1881735	1882752	-	1018	63
PFLU_1716	OV986001.1	1882780	1883200	-	421	45
PFLU_1717	OV986001.1	1883434	1883887	-	454	198
PFLU_1718	OV986001.1	1883966	1884917	-	952	53
PFLU_1719	OV986001.1	1885026	1885776	+	751	52
PFLU_1720	OV986001.1	1885765	1886620	-	856	170
PFLU_1721	OV986001.1	1886636	1886924	+	289	4
PFLU_1722	OV986001.1	1886969	1888199	+	1231	263
PFLU_1723	OV986001.1	1888330	1889677	-	1348	691
PFLU_1724	OV986001.1	1889801	1890557	+	757	246
PFLU_1725	OV986001.1	1890660	1891452	-	793	91
PFLU_1726	OV986001.1	1891875	1893549	+	1675	4972
PFLU_1727	OV986001.1	1893673	1894441	-	769	58
PFLU_1728	OV986001.1	1894544	1895201	+	658	280
PFLU_1730	OV986001.1	1896505	1897393	-	889	2594
PFLU_1731	OV986001.1	1897697	1898909	-	1213	1100
PFLU_1732	OV986001.1	1899111	1899504	+	394	2245
PFLU_1732A	OV986001.1	1899759	1900692	+	934	38
PFLU_1734	OV986001.1	1900895	1901381	+	487	76
PFLU_1735	OV986001.1	1901377	1901857	+	481	59
PFLU_1736	OV986001.1	1901810	1904159	-	2350	265
PFLU_1737	OV986001.1	1904284	1905175	+	892	542
PFLU_1738	OV986001.1	1905171	1905654	+	484	294
PFLU_1739	OV986001.1	1905679	1909327	-	3649	173
PFLU_1740	OV986001.1	1909323	1909950	-	628	25
PFLU_1741	OV986001.1	1910200	1910602	-	403	20
PFLU_1742	OV986001.1	1910776	1912108	-	1333	584
PFLU_1743	OV986001.1	1912179	1913343	-	1165	57
PFLU_1744	OV986001.1	1913518	1913860	-	343	335
PFLU_1745	OV986001.1	1913856	1914240	-	385	369
PFLU_1746	OV986001.1	1914243	1914558	-	316	423
PFLU_1747	OV986001.1	1914905	1916114	+	1210	36
PFLU_1748	OV986001.1	1916100	1917837	-	1738	360
PFLU_1749	OV986001.1	1917987	1918224	+	238	328
PFLU_1750	OV986001.1	1918302	1918635	+	334	330
PFLU_1751	OV986001.1	1918706	1919597	+	892	449
PFLU_1752	OV986001.1	1919652	1919874	-	223	985
PFLU_1753	OV986001.1	1919953	1920556	-	604	125
PFLU_1754	OV986001.1	1920632	1921172	+	541	542
PFLU_1755	OV986001.1	1921155	1922382	+	1228	964
PFLU_1756	OV986001.1	1922633	1922963	-	331	61
PFLU_1757	OV986001.1	1922959	1924537	-	1579	301
PFLU_1758	OV986001.1	1924737	1925373	+	637	564
PFLU_1759	OV986001.1	1925369	1926038	+	670	322
PFLU_1760	OV986001.1	1926124	1926880	+	757	1224
PFLU_1761	OV986001.1	1926876	1927053	+	178	35
PFLU_1762	OV986001.1	1927049	1927505	+	457	394
PFLU_1763	OV986001.1	1927508	1929497	+	1990	4411
PFLU_1764	OV986001.1	1929493	1930030	+	538	894
PFLU_1765	OV986001.1	1930026	1930500	+	475	396
PFLU_1766	OV986001.1	1930492	1931680	+	1189	1225
PFLU_1767	OV986001.1	1931695	1932091	+	397	258
PFLU_1768	OV986001.1	1932282	1932573	-	292	168
PFLU_1769	OV986001.1	1933116	1934637	-	1522	1054
PFLU_1770	OV986001.1	1934723	1935596	-	874	563
PFLU_1771	OV986001.1	1935592	1937662	-	2071	1004
PFLU_1772	OV986001.1	1937658	1938000	-	343	148
PFLU_1773	OV986001.1	1938041	1939313	-	1273	842
PFLU_1774	OV986001.1	1939326	1940187	-	862	586
PFLU_1775	OV986001.1	1940183	1941617	-	1435	1658
PFLU_1776	OV986001.1	1941951	1942254	+	304	26
PFLU_1777	OV986001.1	1942567	1943401	+	835	2
PFLU_1778	OV986001.1	1943433	1944435	+	1003	0
PFLU_1779	OV986001.1	1944606	1945389	+	784	6
PFLU_1780	OV986001.1	1945425	1946130	+	706	8
PFLU_1781	OV986001.1	1946129	1946579	+	451	3
PFLU_1782	OV986001.1	1946578	1947169	+	592	0
PFLU_1783	OV986001.1	1947168	1948245	+	1078	16
PFLU_1784	OV986001.1	1948237	1949080	+	844	13
PFLU_1785	OV986001.1	1949076	1949877	+	802	6
PFLU_1786	OV986001.1	1949873	1950596	+	724	6
PFLU_1787	OV986001.1	1950585	1951731	+	1147	45
PFLU_1788	OV986001.1	1951730	1952303	+	574	167
PFLU_1789	OV986001.1	1952293	1953043	+	751	104
PFLU_1790	OV986001.1	1953076	1953970	-	895	82
PFLU_1791	OV986001.1	1954176	1954350	+	175	4
PFLU_1792	OV986001.1	1954361	1954766	+	406	18
PFLU_1793	OV986001.1	1955155	1956688	+	1534	185
PFLU_1794	OV986001.1	1956697	1957894	-	1198	338
PFLU_1795	OV986001.1	1958070	1958685	+	616	206
PFLU_1796	OV986001.1	1958803	1959808	-	1006	403
PFLU_1797	OV986001.1	1959913	1960738	-	826	232
PFLU_1798	OV986001.1	1960769	1961645	-	877	4
PFLU_1799	OV986001.1	1961679	1963095	-	1417	35
PFLU_1800	OV986001.1	1963084	1964365	-	1282	55
PFLU_1801	OV986001.1	1964423	1965314	-	892	53
PFLU_1802	OV986001.1	1965459	1966242	-	784	112
PFLU_1803	OV986001.1	1966252	1968028	-	1777	136
PFLU_1804	OV986001.1	1968284	1968725	+	442	4
PFLU_1805	OV986001.1	1968841	1969447	-	607	738
PFLU_1806	OV986001.1	1969581	1970496	+	916	64
PFLU_1807	OV986001.1	1970664	1971096	-	433	55
PFLU_1808	OV986001.1	1971358	1972147	-	790	310
PFLU_1809	OV986001.1	1972139	1973438	-	1300	605
PFLU_1810	OV986001.1	1973674	1974043	+	370	79
PFLU_1811	OV986001.1	1974124	1975711	-	1588	370
PFLU_1812	OV986001.1	1976010	1976862	+	853	102
PFLU_1813	OV986001.1	1977124	1977436	+	313	990
PFLU_1814	OV986001.1	1977432	1979091	+	1660	1335
PFLU_1815	OV986001.1	1979359	1980649	-	1291	14015
PFLU_1816	OV986001.1	1981014	1981389	+	376	12885
PFLU_1817	OV986001.1	1981382	1981751	+	370	5524
PFLU_1818	OV986001.1	1981754	1983527	+	1774	15715
PFLU_1819	OV986001.1	1983538	1984243	+	706	9913
PFLU_1820	OV986001.1	1984504	1987336	+	2833	37740
PFLU_1821	OV986001.1	1987380	1988607	+	1228	14146
PFLU_1822	OV986001.1	1988706	1990143	+	1438	36817
PFLU_1823	OV986001.1	1990347	1991514	+	1168	23408
PFLU_1824	OV986001.1	1991513	1992395	+	883	10684
PFLU_1825	OV986001.1	1992807	1994121	+	1315	688
PFLU_1826	OV986001.1	1994317	1995055	+	739	32
PFLU_1827	OV986001.1	1995145	1995397	-	253	4075
PFLU_1828	OV986001.1	1995555	1996032	+	478	18
PFLU_1829	OV986001.1	1996028	1996481	+	454	19
PFLU_1830	OV986001.1	1996564	1998475	+	1912	22145
PFLU_1831	OV986001.1	1998538	1999270	+	733	1823
PFLU_1832	OV986001.1	1999368	2000235	-	868	121
PFLU_1833	OV986001.1	2000299	2000716	-	418	215
PFLU_1834	OV986001.1	2000859	2001882	+	1024	98
PFLU_1835	OV986001.1	2002042	2003263	-	1222	6914
PFLU_1836	OV986001.1	2003274	2003790	-	517	3207
PFLU_1837	OV986001.1	2004039	2005941	-	1903	697
PFLU_1838	OV986001.1	2005937	2006849	-	913	170
PFLU_1839	OV986001.1	2006868	2008989	-	2122	1213
PFLU_1840	OV986001.1	2009184	2010210	+	1027	803
PFLU_1841	OV986001.1	2010220	2010568	+	349	191
PFLU_1842	OV986001.1	2010564	2011014	+	451	772
PFLU_1843	OV986001.1	2011099	2012749	+	1651	217
PFLU_1844	OV986001.1	2012779	2013223	+	445	279
PFLU_1845	OV986001.1	2013320	2014124	+	805	385
PFLU_1846	OV986001.1	2014120	2014975	+	856	151
PFLU_1847	OV986001.1	2015077	2015896	+	820	273
PFLU_1848	OV986001.1	2015968	2017030	+	1063	83
PFLU_1849	OV986001.1	2017084	2018125	-	1042	148
PFLU_1850	OV986001.1	2018121	2018841	-	721	163
PFLU_1851	OV986001.1	2019147	2019846	+	700	214
PFLU_1852	OV986001.1	2019914	2020922	-	1009	79
PFLU_1853	OV986001.1	2021151	2021913	+	763	33
PFLU_1854	OV986001.1	2022116	2023529	+	1414	87
PFLU_1855	OV986001.1	2023643	2025611	+	1969	229
PFLU_1856	OV986001.1	2025647	2026460	-	814	1545
PFLU_1858	OV986001.1	2027732	2028503	-	772	488
PFLU_1859	OV986001.1	2029377	2031114	-	1738	88
PFLU_1860	OV986001.1	2031327	2033067	-	1741	2793
PFLU_1861	OV986001.1	2033236	2033737	-	502	31
PFLU_1862	OV986001.1	2033864	2034491	-	628	79
PFLU_1863	OV986001.1	2034580	2035564	+	985	136
PFLU_1864	OV986001.1	2035670	2036078	-	409	121
PFLU_1865	OV986001.1	2036153	2038607	-	2455	1946
PFLU_1866	OV986001.1	2038792	2039452	+	661	76
PFLU_1867	OV986001.1	2039509	2040127	+	619	294
PFLU_1868	OV986001.1	2040262	2041195	+	934	464
PFLU_1869	OV986001.1	2041191	2041971	+	781	348
PFLU_1870	OV986001.1	2042102	2042642	-	541	146
PFLU_1871	OV986001.1	2042727	2043927	+	1201	70
PFLU_1872	OV986001.1	2043972	2044284	+	313	151
PFLU_1873	OV986001.1	2044391	2045540	+	1150	88
PFLU_1874	OV986001.1	2045607	2047476	+	1870	571
PFLU_1875	OV986001.1	2047586	2047901	-	316	233
PFLU_1876	OV986001.1	2048007	2048973	-	967	340
PFLU_1877	OV986001.1	2049112	2050033	-	922	1713
PFLU_1878	OV986001.1	2050945	2052259	+	1315	125
PFLU_1879	OV986001.1	2052671	2054252	+	1582	1428
PFLU_1880	OV986001.1	2054248	2055283	+	1036	850
PFLU_1881	OV986001.1	2055279	2056338	+	1060	690
PFLU_1881A	OV986001.1	2056334	2057183	+	850	655
PFLU_1883	OV986001.1	2057190	2059806	+	2617	2023
PFLU_1884	OV986001.1	2060027	2060360	+	334	18
PFLU_1885	OV986001.1	2060434	2061475	-	1042	593
PFLU_1886	OV986001.1	2061587	2061851	+	265	135
PFLU_1887	OV986001.1	2062060	2063641	+	1582	231
PFLU_1888	OV986001.1	2063637	2064387	+	751	72
PFLU_1890	OV986001.1	2064850	2065231	-	382	1183
PFLU_1891	OV986001.1	2065550	2066840	-	1291	1669
PFLU_1892	OV986001.1	2066843	2068241	-	1399	1406
PFLU_1893	OV986001.1	2068293	2068800	-	508	365
PFLU_1894	OV986001.1	2068796	2069117	-	322	699
PFLU_1895	OV986001.1	2069160	2070372	-	1213	2058
PFLU_1896	OV986001.1	2070455	2071448	-	994	2219
PFLU_1897	OV986001.1	2071606	2072503	-	898	530
PFLU_1898	OV986001.1	2072618	2073788	+	1171	1122
PFLU_1899	OV986001.1	2073796	2074405	-	610	301
PFLU_1900	OV986001.1	2074450	2075878	+	1429	310
PFLU_1901	OV986001.1	2075881	2076889	+	1009	203
PFLU_1902	OV986001.1	2077020	2077572	-	553	178
PFLU_1903	OV986001.1	2077686	2078970	-	1285	237
PFLU_1903A	OV986001.1	2079043	2079397	-	355	27
PFLU_1905	OV986001.1	2079488	2079755	-	268	12
PFLU_1906	OV986001.1	2079797	2080121	-	325	28
PFLU_1907	OV986001.1	2080204	2080570	-	367	26
PFLU_1908	OV986001.1	2080566	2081913	-	1348	117
PFLU_1909	OV986001.1	2082161	2082485	-	325	235
PFLU_1910	OV986001.1	2082682	2083018	+	337	8
PFLU_1911	OV986001.1	2083079	2084627	+	1549	2065
PFLU_1912	OV986001.1	2084847	2085996	-	1150	2900
PFLU_1913	OV986001.1	2086158	2087415	-	1258	1575
PFLU_1914	OV986001.1	2087908	2091802	+	3895	1433
PFLU_1915	OV986001.1	2092129	2093854	-	1726	92
PFLU_1916	OV986001.1	2093988	2094273	+	286	203
PFLU_1917	OV986001.1	2094410	2095463	-	1054	8
PFLU_1918	OV986001.1	2095578	2095821	+	244	21
PFLU_1919	OV986001.1	2096286	2096652	+	367	123
PFLU_1920	OV986001.1	2096660	2098217	-	1558	37
PFLU_1921	OV986001.1	2098227	2098536	-	310	1
PFLU_1922	OV986001.1	2098539	2099922	-	1384	94
PFLU_1923	OV986001.1	2099918	2100875	-	958	55
PFLU_1924	OV986001.1	2100980	2101235	-	256	54
PFLU_1925	OV986001.1	2101485	2101677	+	193	223
PFLU_1926	OV986001.1	2101808	2102086	-	279	284
PFLU_1927	OV986001.1	2102209	2104960	-	2752	187
PFLU_1928	OV986001.1	2104959	2105376	-	418	16
PFLU_1929	OV986001.1	2105338	2106856	-	1519	16
PFLU_1930	OV986001.1	2106845	2107658	-	814	13
PFLU_1931	OV986001.1	2107654	2108305	-	652	15
PFLU_1932	OV986001.1	2108292	2108706	-	415	3
PFLU_1933	OV986001.1	2108713	2109085	-	373	0
PFLU_1934	OV986001.1	2109102	2109342	-	241	0
PFLU_1935	OV986001.1	2109338	2109674	-	337	0
PFLU_1936	OV986001.1	2110259	2110559	-	301	4
PFLU_1937	OV986001.1	2110640	2111180	-	541	32
PFLU_1938	OV986001.1	2111953	2113450	-	1498	131
PFLU_1939	OV986001.1	2113482	2114427	-	946	98
PFLU_1940	OV986001.1	2114504	2115509	-	1006	31
PFLU_1941	OV986001.1	2115766	2116447	+	682	606
PFLU_1942	OV986001.1	2116443	2117577	-	1135	47
PFLU_1943	OV986001.1	2117595	2118759	-	1165	18
PFLU_1944	OV986001.1	2118773	2119136	-	364	0
PFLU_1945	OV986001.1	2119146	2120079	-	934	6
PFLU_1947	OV986001.1	2120498	2121413	-	916	233
PFLU_1948	OV986001.1	2121799	2122816	+	1018	9
PFLU_1949	OV986001.1	2122848	2124132	+	1285	16
PFLU_1950	OV986001.1	2124128	2124896	+	769	9
PFLU_1951	OV986001.1	2124984	2125965	+	982	45
PFLU_1952	OV986001.1	2125970	2126912	+	943	39
PFLU_1953	OV986001.1	2126968	2128198	+	1231	15
PFLU_1954	OV986001.1	2128209	2128989	+	781	41
PFLU_1955	OV986001.1	2129077	2130550	+	1474	8
PFLU_1956	OV986001.1	2130564	2131274	+	711	86
PFLU_1958	OV986001.1	2131344	2132124	+	781	416
PFLU_1959	OV986001.1	2132438	2133873	+	1436	147
PFLU_1960	OV986001.1	2134352	2135081	-	730	5
PFLU_1961	OV986001.1	2135118	2137278	-	2161	37
PFLU_1962	OV986001.1	2137287	2137794	-	508	0
PFLU_1963	OV986001.1	2137790	2138339	-	550	1
PFLU_1964	OV986001.1	2138320	2139040	-	721	4
PFLU_1965	OV986001.1	2139049	2139721	-	673	0
PFLU_1966	OV986001.1	2139738	2140260	-	523	0
PFLU_1967	OV986001.1	2140366	2141113	-	748	6
PFLU_1968	OV986001.1	2141165	2141660	-	496	9
PFLU_1969	OV986001.1	2141741	2141873	-	133	0
PFLU_1970	OV986001.1	2142089	2142674	-	586	3
PFLU_1972	OV986001.1	2143585	2145553	-	1969	25
PFLU_1973	OV986001.1	2145774	2146245	-	472	16
PFLU_1974	OV986001.1	2146241	2146760	-	520	6
PFLU_1975	OV986001.1	2146756	2147512	-	757	10
PFLU_1976	OV986001.1	2147719	2148910	-	1192	30
PFLU_1977	OV986001.1	2148906	2149455	-	550	35
PFLU_1978	OV986001.1	2149451	2151038	-	1588	66
PFLU_1979	OV986001.1	2151052	2151280	-	229	11
PFLU_1980	OV986001.1	2151347	2152190	-	844	59
PFLU_1981	OV986001.1	2152194	2152425	-	232	15
PFLU_1982	OV986001.1	2152534	2153290	-	757	31
