# Program:featureCounts v2.0.6; Command:"featureCounts" "-Q" "20" "-s" "2" "-p" "-a" "/storage/projects/QUO1015788/ref/REF_cds.gtf" "-T" "5" "-F" "SAF" "-o" "/storage/projects/QUO1015788/2630_A_Rha/2630_A_Rha_cds" "/storage/projects/QUO1015788/2630_A_Rha/2630_A_Rha.sam" 
Geneid	Chr	Start	End	Strand	Length	/storage/projects/QUO1015788/2630_A_Rha/2630_A_Rha.sam
PFLU_2010	OV986001.1	2179202	2179640	+	439	133
PFLU_2011	OV986001.1	2179811	2180852	+	1042	265
PFLU_2012	OV986001.1	2180864	2182277	+	1414	252
PFLU_2013	OV986001.1	2182515	2183925	+	1411	151
PFLU_2014	OV986001.1	2184632	2185547	-	916	884
PFLU_2015	OV986001.1	2185707	2187006	+	1300	50
PFLU_2016	OV986001.1	2187152	2188661	+	1510	162
PFLU_2017A	OV986001.1	2188918	2189152	+	235	29
PFLU_2018	OV986001.1	2189156	2189318	+	163	8
PFLU_2019	OV986001.1	2189578	2190196	+	619	384
PFLU_2020	OV986001.1	2190338	2190563	+	226	32
PFLU_2021	OV986001.1	2191004	2192645	+	1642	180
PFLU_2022	OV986001.1	2192732	2194742	+	2011	148
PFLU_2023	OV986001.1	2194813	2195776	+	964	91
PFLU_2024	OV986001.1	2195766	2195889	-	124	4
PFLU_2025	OV986001.1	2195998	2197165	-	1168	366
PFLU_2026	OV986001.1	2197161	2198970	-	1810	1243
PFLU_2027	OV986001.1	2199228	2199960	+	733	6374
PFLU_2028	OV986001.1	2200347	2200806	+	460	58
PFLU_2029	OV986001.1	2200900	2201242	+	343	260
PFLU_2030	OV986001.1	2201238	2201610	+	373	328
PFLU_2031	OV986001.1	2201606	2203376	-	1771	67
PFLU_2032	OV986001.1	2203494	2205576	-	2083	8644
PFLU_2033	OV986001.1	2205714	2206677	+	964	286
PFLU_2034	OV986001.1	2206810	2207464	-	655	49
PFLU_2035	OV986001.1	2207494	2208484	-	991	37
PFLU_2036	OV986001.1	2208480	2209281	-	802	27
PFLU_2037	OV986001.1	2209267	2210104	-	838	23
PFLU_2038	OV986001.1	2210100	2210943	-	844	25
PFLU_2039	OV986001.1	2211033	2212110	-	1078	160
PFLU_2040	OV986001.1	2212454	2213171	+	718	29
PFLU_2041	OV986001.1	2213327	2214242	-	916	18
PFLU_2042	OV986001.1	2214241	2215141	-	901	18
PFLU_2043	OV986001.1	2215137	2215884	-	748	15
PFLU_2044	OV986001.1	2215880	2216801	-	922	42
PFLU_2045	OV986001.1	2216820	2217381	-	562	19
PFLU_2046	OV986001.1	2217377	2217707	-	331	2
PFLU_2047	OV986001.1	2217703	2218240	-	538	2
PFLU_2048	OV986001.1	2218236	2219439	-	1204	33
PFLU_2049	OV986001.1	2219727	2221146	+	1420	34
PFLU_2050	OV986001.1	2221142	2221757	+	616	19
PFLU_2051	OV986001.1	2221883	2222819	-	937	166
PFLU_2052	OV986001.1	2222852	2223785	-	934	70
PFLU_2053	OV986001.1	2224063	2224513	-	451	20
PFLU_2054	OV986001.1	2224607	2224979	+	373	9
PFLU_2055	OV986001.1	2224967	2226071	-	1105	67
PFLU_2056	OV986001.1	2226082	2227270	-	1189	26
PFLU_2057	OV986001.1	2227307	2228450	-	1144	6
PFLU_2058	OV986001.1	2228459	2229023	-	565	12
PFLU_2060	OV986001.1	2229926	2231087	+	1162	1078
PFLU_2061	OV986001.1	2231136	2232945	+	1810	880
PFLU_2062	OV986001.1	2233103	2233385	-	283	165
PFLU_2063	OV986001.1	2233549	2234437	-	889	863
PFLU_2064	OV986001.1	2240654	2242547	+	1894	170
PFLU_2065	OV986001.1	2242548	2242986	-	439	39
PFLU_2066	OV986001.1	2243048	2243516	+	469	251
PFLU_2067	OV986001.1	2243647	2246005	+	2359	263
PFLU_2068	OV986001.1	2246074	2246653	+	580	114
PFLU_2069	OV986001.1	2246665	2247298	+	634	82
PFLU_2070	OV986001.1	2247399	2248038	+	640	525
PFLU_2071	OV986001.1	2248097	2249147	-	1051	123
PFLU_2072	OV986001.1	2249169	2250579	-	1411	199
PFLU_2073	OV986001.1	2250578	2252012	-	1435	265
PFLU_2074	OV986001.1	2252008	2253112	-	1105	233
PFLU_2075	OV986001.1	2253102	2254320	-	1219	260
PFLU_2076	OV986001.1	2254328	2255657	-	1330	304
PFLU_2077	OV986001.1	2255646	2256837	-	1192	331
PFLU_2078	OV986001.1	2256836	2258828	-	1993	975
PFLU_2079	OV986001.1	2258843	2259620	-	778	297
PFLU_2080	OV986001.1	2259649	2260561	-	913	307
PFLU_2081	OV986001.1	2260562	2262023	-	1462	739
PFLU_2082	OV986001.1	2262022	2263462	-	1441	637
PFLU_2083	OV986001.1	2263907	2264033	-	127	0
PFLU_2084	OV986001.1	2264194	2264824	+	631	62
PFLU_2085	OV986001.1	2265419	2266100	-	682	30
PFLU_2086	OV986001.1	2266151	2267195	+	1045	108
PFLU_2087	OV986001.1	2267128	2268043	-	916	192
PFLU_2088	OV986001.1	2268167	2270000	-	1834	449
PFLU_2089	OV986001.1	2269986	2270787	-	802	104
PFLU_2090	OV986001.1	2271103	2271745	+	643	69
PFLU_2091	OV986001.1	2271848	2272994	+	1147	106
PFLU_2092	OV986001.1	2272990	2273719	+	730	115
PFLU_2093	OV986001.1	2273729	2274455	+	727	78
PFLU_2094	OV986001.1	2274451	2275588	+	1138	133
PFLU_2095	OV986001.1	2275592	2276366	+	775	57
PFLU_2096	OV986001.1	2276375	2277605	+	1231	88
PFLU_2097	OV986001.1	2277601	2278216	+	616	37
PFLU_2098	OV986001.1	2278312	2278957	+	646	202
PFLU_2099	OV986001.1	2279226	2280036	+	811	57
PFLU_2100	OV986001.1	2280206	2280461	+	256	7
PFLU_2101	OV986001.1	2280680	2281610	+	931	73
PFLU_2102	OV986001.1	2281668	2282820	-	1153	282
PFLU_2104	OV986001.1	2283115	2284156	+	1042	40
PFLU_2105	OV986001.1	2284458	2286477	+	2020	29
PFLU_2106	OV986001.1	2286476	2287313	+	838	29
PFLU_2107	OV986001.1	2287305	2288085	+	781	16
PFLU_2108	OV986001.1	2288099	2290250	+	2152	242
PFLU_2109	OV986001.1	2290259	2291495	-	1237	417
PFLU_2110	OV986001.1	2291522	2292728	-	1207	47
PFLU_2111	OV986001.1	2292724	2293993	-	1270	75
PFLU_2112	OV986001.1	2294184	2294808	-	625	86
PFLU_2113	OV986001.1	2294811	2295288	-	478	142
PFLU_2114	OV986001.1	2295284	2295482	-	199	12
PFLU_2115	OV986001.1	2295478	2295865	-	388	167
PFLU_2116	OV986001.1	2295979	2296336	-	358	32
PFLU_2118	OV986001.1	2297443	2298523	-	1081	264
PFLU_2119	OV986001.1	2298681	2298984	+	304	85
PFLU_2120	OV986001.1	2298983	2299295	+	313	18
PFLU_2121	OV986001.1	2299294	2299963	+	670	241
PFLU_2122	OV986001.1	2299959	2301321	+	1363	181
PFLU_2123	OV986001.1	2301389	2303537	-	2149	33
PFLU_2124	OV986001.1	2303763	2305086	+	1324	101
PFLU_2125	OV986001.1	2305300	2306980	+	1681	8
PFLU_2126	OV986001.1	2307265	2308579	-	1315	2590
PFLU_2127	OV986001.1	2308803	2309067	+	265	2
PFLU_2128	OV986001.1	2309084	2310302	+	1219	18
PFLU_2129	OV986001.1	2310406	2311474	+	1069	217
PFLU_2130	OV986001.1	2311476	2311659	-	184	18
PFLU_2131	OV986001.1	2311750	2311945	-	196	2
PFLU_2132	OV986001.1	2311947	2312079	-	133	2
PFLU_2133	OV986001.1	2312180	2312534	-	355	221
PFLU_2134	OV986001.1	2312690	2313509	+	820	733
PFLU_2135	OV986001.1	2313566	2314220	-	655	416
PFLU_2136	OV986001.1	2314336	2314846	+	511	283
PFLU_2137	OV986001.1	2314904	2316896	-	1993	750
PFLU_2138	OV986001.1	2316892	2318626	-	1735	1058
PFLU_2139	OV986001.1	2318792	2320013	-	1222	495
PFLU_2140	OV986001.1	2320241	2321396	+	1156	64
PFLU_2141	OV986001.1	2321523	2322426	-	904	71
PFLU_2142	OV986001.1	2322560	2322812	+	253	30
PFLU_2143	OV986001.1	2322840	2323590	+	751	49
PFLU_2144	OV986001.1	2324140	2324899	-	760	74
PFLU_2145	OV986001.1	2325090	2325789	+	700	554
PFLU_2146	OV986001.1	2325792	2326635	+	844	269
PFLU_2147	OV986001.1	2326751	2327726	+	976	2683
PFLU_2148	OV986001.1	2327825	2328911	+	1087	672
PFLU_2149	OV986001.1	2329036	2329891	-	856	102
PFLU_2150	OV986001.1	2330172	2331354	-	1183	214
PFLU_2151	OV986001.1	2331365	2332025	-	661	84
PFLU_2152	OV986001.1	2332059	2332758	-	700	343
PFLU_2153	OV986001.1	2332892	2333792	+	901	153
PFLU_2154	OV986001.1	2333892	2334222	-	331	57
PFLU_2155	OV986001.1	2334727	2335573	-	847	398
PFLU_2156	OV986001.1	2335581	2336022	-	442	180
PFLU_2157	OV986001.1	2336153	2338103	-	1951	813
PFLU_2158	OV986001.1	2338270	2339419	-	1150	2
PFLU_2159	OV986001.1	2339558	2341181	-	1624	15
PFLU_2160	OV986001.1	2341246	2342893	-	1648	245
PFLU_2161	OV986001.1	2343022	2343916	+	895	187
PFLU_2162	OV986001.1	2343972	2345070	-	1099	153
PFLU_2163	OV986001.1	2345088	2346435	-	1348	270
PFLU_2164	OV986001.1	2346446	2347004	-	559	194
PFLU_2165	OV986001.1	2347284	2347776	+	493	8
PFLU_2167	OV986001.1	2348456	2348765	+	310	132
PFLU_2168	OV986001.1	2348883	2349156	-	274	31
PFLU_2169	OV986001.1	2349265	2350780	-	1516	299
PFLU_2170	OV986001.1	2350938	2351922	+	985	130
PFLU_2171	OV986001.1	2352033	2352654	+	622	56
PFLU_2172	OV986001.1	2352706	2353879	-	1174	52
PFLU_2173	OV986001.1	2353893	2354781	-	889	46
PFLU_2174	OV986001.1	2354893	2356843	-	1951	131
PFLU_2175	OV986001.1	2357652	2358054	+	403	95
PFLU_2176	OV986001.1	2358093	2358438	+	346	53
PFLU_2177	OV986001.1	2358444	2359056	+	613	57
PFLU_2178	OV986001.1	2359553	2362259	+	2707	677
PFLU_2179	OV986001.1	2362275	2362992	+	718	61
PFLU_2180	OV986001.1	2363282	2363909	+	628	81
PFLU_2181	OV986001.1	2363915	2367536	+	3622	191
PFLU_2182	OV986001.1	2367639	2368083	+	445	6
PFLU_2183	OV986001.1	2368079	2368898	-	820	199
PFLU_2184	OV986001.1	2369143	2370226	-	1084	501
PFLU_2185	OV986001.1	2370822	2371584	+	763	115
PFLU_2186	OV986001.1	2371584	2372010	+	427	47
PFLU_2187	OV986001.1	2372006	2372234	+	229	14
PFLU_2188	OV986001.1	2372373	2372739	+	367	83
PFLU_2189	OV986001.1	2372891	2373533	+	643	1166
PFLU_2190	OV986001.1	2373534	2375358	+	1825	1204
PFLU_2191	OV986001.1	2375390	2375951	+	562	502
PFLU_2192	OV986001.1	2376311	2376578	+	268	46
PFLU_2193	OV986001.1	2376637	2377108	-	472	57
PFLU_2195	OV986001.1	2378027	2378651	-	625	42
PFLU_2196	OV986001.1	2378702	2380007	-	1306	180
PFLU_2197	OV986001.1	2380017	2380485	-	469	26
PFLU_2198	OV986001.1	2380481	2381792	-	1312	163
PFLU_2199	OV986001.1	2382246	2383563	-	1318	14
PFLU_2200	OV986001.1	2383572	2384772	-	1201	4
PFLU_2201	OV986001.1	2384777	2386094	-	1318	12
PFLU_2202	OV986001.1	2386090	2388616	-	2527	25
PFLU_2203	OV986001.1	2388721	2389423	-	703	6
PFLU_2204	OV986001.1	2389571	2390594	+	1024	32
PFLU_2205	OV986001.1	2390587	2392075	+	1489	57
PFLU_2206	OV986001.1	2392071	2392854	-	784	284
PFLU_2207	OV986001.1	2392956	2393796	-	841	40
PFLU_2208	OV986001.1	2393805	2394543	-	739	73
PFLU_2209	OV986001.1	2394832	2395918	+	1087	141
PFLU_2210	OV986001.1	2395925	2397062	-	1138	61
PFLU_2211	OV986001.1	2397054	2398032	-	979	61
PFLU_2212	OV986001.1	2398007	2399027	-	1021	8
PFLU_2213	OV986001.1	2399023	2400004	-	982	9
PFLU_2214	OV986001.1	2400000	2400915	-	916	8
PFLU_2215	OV986001.1	2400911	2402273	-	1363	11
PFLU_2216	OV986001.1	2402303	2404739	-	2437	15
PFLU_2218	OV986001.1	2405049	2406042	+	994	21
PFLU_2219	OV986001.1	2406145	2407486	-	1342	20
PFLU_2220	OV986001.1	2407803	2409387	+	1585	41
PFLU_2221	OV986001.1	2409383	2410361	+	979	6
PFLU_2222	OV986001.1	2410360	2411188	+	829	47
PFLU_2223	OV986001.1	2411184	2412831	+	1648	44
PFLU_2224	OV986001.1	2412823	2413699	+	877	28
PFLU_2225	OV986001.1	2414018	2416220	+	2203	58
PFLU_2226	OV986001.1	2416234	2417284	+	1051	22
PFLU_2227	OV986001.1	2417280	2418201	+	922	32
PFLU_2228	OV986001.1	2418197	2418665	+	469	8
PFLU_2229	OV986001.1	2418723	2419584	-	862	15
PFLU_2230	OV986001.1	2419840	2420686	+	847	4
PFLU_2231	OV986001.1	2420747	2421599	+	853	17
PFLU_2232	OV986001.1	2421595	2423020	+	1426	22
PFLU_2233	OV986001.1	2423016	2424228	+	1213	14
PFLU_2234	OV986001.1	2424224	2424959	+	736	6
PFLU_2235	OV986001.1	2424948	2425734	+	787	11
PFLU_2236	OV986001.1	2425720	2426557	+	838	11
PFLU_2237	OV986001.1	2426574	2427171	+	598	11
PFLU_2238	OV986001.1	2427167	2427824	+	658	31
PFLU_2239	OV986001.1	2427845	2430602	+	2758	75
PFLU_2240	OV986001.1	2430629	2431397	-	769	7
PFLU_2241	OV986001.1	2432012	2432981	+	970	46
PFLU_2242	OV986001.1	2432998	2433886	-	889	73
PFLU_2243	OV986001.1	2434133	2434922	+	790	109
PFLU_2244	OV986001.1	2435137	2435755	+	619	8
PFLU_2245	OV986001.1	2435774	2437382	-	1609	204
PFLU_2246	OV986001.1	2437923	2438442	-	520	38
PFLU_2248	OV986001.1	2439029	2439686	-	658	538
PFLU_2249	OV986001.1	2439766	2441374	+	1609	157
PFLU_2250	OV986001.1	2441497	2441824	+	328	137
PFLU_2251	OV986001.1	2442116	2442284	+	169	23
PFLU_2252	OV986001.1	2442660	2443104	+	445	484
PFLU_2253	OV986001.1	2443108	2443696	+	589	172
PFLU_2254	OV986001.1	2444013	2445360	+	1348	219
PFLU_2255	OV986001.1	2445376	2446054	-	679	197
PFLU_2256	OV986001.1	2446075	2446537	+	463	11
PFLU_2257	OV986001.1	2446556	2447318	+	763	30
PFLU_2258	OV986001.1	2447443	2448457	+	1015	84
PFLU_2259	OV986001.1	2448460	2448993	-	534	63
PFLU_2260	OV986001.1	2449404	2449806	+	403	12
PFLU_2261	OV986001.1	2450136	2450721	+	586	232
PFLU_2262	OV986001.1	2451025	2452648	-	1624	70
PFLU_2263	OV986001.1	2453475	2453922	+	448	25
PFLU_2264	OV986001.1	2454189	2455599	+	1411	118
PFLU_2265	OV986001.1	2455595	2456672	+	1078	5
PFLU_2266	OV986001.1	2457117	2458215	+	1099	85
PFLU_2267	OV986001.1	2458239	2461971	+	3733	110
PFLU_2268	OV986001.1	2461998	2463582	-	1585	125
PFLU_2269	OV986001.1	2463581	2464835	-	1255	70
PFLU_2270	OV986001.1	2465095	2466436	-	1342	115
PFLU_2271	OV986001.1	2466452	2468684	-	2233	599
PFLU_2272	OV986001.1	2468683	2469139	-	457	115
PFLU_2273	OV986001.1	2469723	2470509	+	787	186
PFLU_2274	OV986001.1	2470463	2471279	-	817	17
PFLU_2275	OV986001.1	2471351	2472077	-	727	23
PFLU_2276	OV986001.1	2472091	2472367	+	277	10
PFLU_2277	OV986001.1	2472424	2473579	+	1156	61
PFLU_2278	OV986001.1	2473650	2475261	+	1612	39
PFLU_2279	OV986001.1	2475301	2476339	+	1039	23
PFLU_2280	OV986001.1	2476384	2477995	+	1612	28
PFLU_2281	OV986001.1	2478045	2478963	+	919	13
PFLU_2282	OV986001.1	2478976	2479816	+	841	29
PFLU_2283	OV986001.1	2479827	2480604	+	778	22
PFLU_2284	OV986001.1	2480804	2481716	+	913	2
PFLU_2285	OV986001.1	2481807	2482176	+	370	0
PFLU_2286	OV986001.1	2482216	2484019	+	1804	26
PFLU_2287	OV986001.1	2484098	2485001	-	904	105
PFLU_2288	OV986001.1	2485140	2486475	+	1336	25
PFLU_2289	OV986001.1	2486471	2487746	+	1276	19
PFLU_2290	OV986001.1	2487800	2489483	-	1684	15
PFLU_2291	OV986001.1	2490442	2491384	-	943	99
PFLU_2292	OV986001.1	2491493	2492993	+	1501	640
PFLU_2293	OV986001.1	2493231	2494170	+	940	57655
PFLU_2294	OV986001.1	2494421	2495672	+	1252	43510
PFLU_2295	OV986001.1	2495880	2497866	+	1987	242
PFLU_2296	OV986001.1	2497883	2498804	+	922	61
PFLU_2297	OV986001.1	2498958	2499267	-	310	76
PFLU_2298	OV986001.1	2499751	2500888	-	1138	43
PFLU_2299	OV986001.1	2500888	2502445	-	1558	25
PFLU_2300	OV986001.1	2502441	2503443	-	1003	30
PFLU_2301	OV986001.1	2503668	2504985	-	1318	38
PFLU_2302	OV986001.1	2505124	2506300	+	1177	53
PFLU_2303	OV986001.1	2506354	2507620	-	1267	25
PFLU_2304	OV986001.1	2507675	2510084	-	2410	270
PFLU_2305	OV986001.1	2510354	2511101	-	748	245
PFLU_2306	OV986001.1	2511191	2512511	-	1321	54
PFLU_2307	OV986001.1	2512593	2513571	-	979	72
PFLU_2308	OV986001.1	2513887	2514562	+	676	30
PFLU_2309	OV986001.1	2514558	2515779	+	1222	107
PFLU_2310	OV986001.1	2515809	2516853	-	1045	91
PFLU_2312	OV986001.1	2517041	2518988	+	1948	39
PFLU_2313	OV986001.1	2519269	2519755	-	487	8
PFLU_2315	OV986001.1	2520076	2521483	+	1408	26
PFLU_2316	OV986001.1	2521470	2522037	-	568	8
PFLU_2317	OV986001.1	2522040	2524938	-	2899	40
PFLU_2318	OV986001.1	2524934	2525234	-	301	0
PFLU_2319	OV986001.1	2525247	2526489	-	1243	13
PFLU_2320	OV986001.1	2526470	2527376	-	907	6
PFLU_2321	OV986001.1	2527372	2528239	-	868	31
PFLU_2322	OV986001.1	2528659	2529277	-	619	61
PFLU_2323	OV986001.1	2529541	2530876	+	1336	6
PFLU_2324	OV986001.1	2530898	2531807	+	910	19
PFLU_2325	OV986001.1	2531818	2532493	+	676	0
PFLU_2326	OV986001.1	2532507	2533830	+	1324	12
PFLU_2327	OV986001.1	2534005	2535337	+	1333	21
PFLU_2328	OV986001.1	2536853	2537798	-	946	32
PFLU_2329	OV986001.1	2537862	2539542	-	1681	8
PFLU_2330	OV986001.1	2539616	2541929	-	2314	14
PFLU_2331	OV986001.1	2541928	2543296	-	1369	16
PFLU_2332	OV986001.1	2543316	2544183	-	868	2
PFLU_2333	OV986001.1	2544213	2545344	-	1132	6
PFLU_2334	OV986001.1	2545374	2546400	-	1027	0
PFLU_2335	OV986001.1	2546402	2547332	-	931	0
PFLU_2336	OV986001.1	2547328	2547775	-	448	0
PFLU_2337	OV986001.1	2547860	2549072	+	1213	35
PFLU_2338	OV986001.1	2549040	2549700	+	661	2
PFLU_2339	OV986001.1	2549700	2550441	+	742	5
PFLU_2340	OV986001.1	2550555	2551710	-	1156	24
PFLU_2341	OV986001.1	2551727	2552537	-	811	9
PFLU_2342	OV986001.1	2552543	2553461	-	919	12
PFLU_2343	OV986001.1	2553457	2554483	-	1027	37
PFLU_2344	OV986001.1	2554711	2555821	-	1111	66
PFLU_2345	OV986001.1	2555890	2556184	+	295	6
PFLU_2346	OV986001.1	2556323	2556887	-	565	110
PFLU_2347	OV986001.1	2556889	2557642	-	754	375
PFLU_2348	OV986001.1	2557786	2558272	-	487	25
PFLU_2349	OV986001.1	2558284	2559766	-	1483	111
PFLU_2350	OV986001.1	2559762	2560611	-	850	31
PFLU_2351	OV986001.1	2560638	2561229	-	592	35
PFLU_2352	OV986001.1	2561485	2562391	+	907	72
PFLU_2353	OV986001.1	2562401	2563694	+	1294	62
PFLU_2354	OV986001.1	2563690	2564335	+	646	21
PFLU_2355	OV986001.1	2564434	2565895	+	1462	33
PFLU_2356	OV986001.1	2565910	2566696	+	787	30
PFLU_2357	OV986001.1	2566998	2567778	-	781	319
PFLU_2358	OV986001.1	2567905	2569849	-	1945	61
PFLU_2359	OV986001.1	2569994	2570885	-	892	168
PFLU_2360	OV986001.1	2571120	2572026	+	907	155
PFLU_2361	OV986001.1	2572010	2573057	+	1048	222
PFLU_2362	OV986001.1	2573053	2573512	+	460	71
PFLU_2363	OV986001.1	2573518	2573818	-	301	165
PFLU_2364	OV986001.1	2573908	2575000	+	1093	194
PFLU_2365	OV986001.1	2575278	2577414	+	2137	120
PFLU_2366	OV986001.1	2577545	2578268	-	724	654
PFLU_2367	OV986001.1	2578316	2580053	-	1738	151
PFLU_2368	OV986001.1	2580246	2581569	+	1324	61
PFLU_2369	OV986001.1	2581584	2582574	+	991	87
PFLU_2370	OV986001.1	2582585	2584166	+	1582	166
PFLU_2371	OV986001.1	2584182	2585046	+	865	96
PFLU_2372	OV986001.1	2585120	2586125	+	1006	81
PFLU_2373	OV986001.1	2586182	2587709	+	1528	69
PFLU_2374	OV986001.1	2587718	2588687	+	970	41
PFLU_2375	OV986001.1	2588740	2589889	-	1150	51
PFLU_2376	OV986001.1	2590027	2590795	+	769	3194
PFLU_2377	OV986001.1	2591037	2591109	-	73	25
PFLU_2378	OV986001.1	2591386	2591983	-	598	640
PFLU_2379	OV986001.1	2592013	2592547	-	535	33
PFLU_2380	OV986001.1	2592543	2593545	-	1003	45
PFLU_2381	OV986001.1	2593604	2594834	+	1231	19
PFLU_2382	OV986001.1	2594901	2595729	+	829	145
PFLU_2383	OV986001.1	2595840	2596767	-	928	8
PFLU_2384	OV986001.1	2596786	2597566	-	781	2
PFLU_2385	OV986001.1	2597562	2598567	-	1006	2
PFLU_2386	OV986001.1	2598732	2600715	+	1984	213
PFLU_2387	OV986001.1	2601740	2602037	-	298	76
PFLU_2389	OV986001.1	2602544	2603603	-	1060	379
PFLU_2390	OV986001.1	2603764	2604862	+	1099	32
PFLU_2391	OV986001.1	2604994	2605315	+	322	2
PFLU_2392	OV986001.1	2605311	2606517	+	1207	8
PFLU_2393	OV986001.1	2606518	2607334	+	817	14
PFLU_2394	OV986001.1	2607608	2608481	-	874	95
PFLU_2395	OV986001.1	2608659	2609166	+	508	96
PFLU_2396	OV986001.1	2609143	2610088	-	946	170
PFLU_2397	OV986001.1	2610261	2610891	+	631	111
PFLU_2398	OV986001.1	2610887	2611565	+	679	74
PFLU_2399	OV986001.1	2611643	2612777	+	1135	36
PFLU_2400	OV986001.1	2613659	2613968	+	310	18
PFLU_2402	OV986001.1	2614150	2614807	+	658	14
PFLU_2403	OV986001.1	2614860	2615859	-	1000	252
PFLU_2404	OV986001.1	2615855	2617088	-	1234	31
PFLU_2405	OV986001.1	2617200	2618076	+	877	58
PFLU_2406	OV986001.1	2618108	2618540	+	433	15
PFLU_2407	OV986001.1	2618776	2619595	-	820	59
PFLU_2408	OV986001.1	2619683	2621075	-	1393	15
PFLU_2409	OV986001.1	2621071	2621974	-	904	40
PFLU_2410	OV986001.1	2622114	2623182	+	1069	633
PFLU_2411	OV986001.1	2623347	2623647	-	301	18
PFLU_2412	OV986001.1	2623801	2624509	+	709	23
PFLU_2413	OV986001.1	2624505	2625051	+	547	3
PFLU_2414	OV986001.1	2625088	2626015	+	928	11
PFLU_2415	OV986001.1	2626016	2626613	-	598	0
PFLU_2416	OV986001.1	2626609	2627062	-	454	0
PFLU_2417	OV986001.1	2627155	2627587	+	433	4
PFLU_2418	OV986001.1	2627573	2627939	-	367	0
PFLU_2419	OV986001.1	2628087	2628537	+	451	4
PFLU_2420	OV986001.1	2628545	2629415	+	871	4
PFLU_2421	OV986001.1	2629411	2630473	+	1063	4
PFLU_2422	OV986001.1	2630465	2630978	+	514	0
PFLU_2423	OV986001.1	2630974	2633287	+	2314	23
PFLU_2424	OV986001.1	2634115	2635534	+	1420	19
PFLU_2425	OV986001.1	2635533	2636745	+	1213	0
PFLU_2427	OV986001.1	2637165	2638350	+	1186	18
PFLU_2428	OV986001.1	2638555	2650807	+	12253	216
PFLU_2432	OV986001.1	2652006	2652609	+	604	5
PFLU_2433	OV986001.1	2652653	2654252	+	1600	6
PFLU_2434	OV986001.1	2654276	2656076	+	1801	8
PFLU_2435	OV986001.1	2656087	2656513	+	427	0
PFLU_2436	OV986001.1	2656516	2657221	+	706	0
PFLU_2437	OV986001.1	2657262	2658963	+	1702	35
PFLU_2438	OV986001.1	2658981	2659608	+	628	4
PFLU_2439	OV986001.1	2659628	2660090	+	463	0
PFLU_2440	OV986001.1	2660086	2661028	+	943	28
PFLU_2441	OV986001.1	2661078	2662074	+	997	8
PFLU_2442	OV986001.1	2662255	2663122	-	868	127
PFLU_2443	OV986001.1	2663215	2663764	+	550	7
PFLU_2444	OV986001.1	2663811	2664366	+	556	164
PFLU_2445	OV986001.1	2664411	2665167	+	757	202
PFLU_2446	OV986001.1	2665178	2665898	+	721	138
PFLU_2447	OV986001.1	2665962	2666517	-	556	136
PFLU_2448	OV986001.1	2666589	2668398	-	1810	108
PFLU_2449	OV986001.1	2668620	2668986	+	367	156
PFLU_2450	OV986001.1	2668978	2669284	+	307	154
PFLU_2451	OV986001.1	2669329	2670232	-	904	55
PFLU_2452	OV986001.1	2670285	2672190	-	1906	64
PFLU_2453	OV986001.1	2672235	2673195	-	961	47
PFLU_2454	OV986001.1	2673274	2674090	-	817	23
PFLU_2455	OV986001.1	2674167	2674965	+	799	730
PFLU_2456	OV986001.1	2675219	2676815	+	1597	598
PFLU_2457	OV986001.1	2676856	2678176	+	1321	279
PFLU_2458	OV986001.1	2678203	2678581	-	379	62
PFLU_2459	OV986001.1	2678577	2678937	-	361	29
PFLU_2460	OV986001.1	2679096	2680029	-	934	96
PFLU_2461	OV986001.1	2680171	2680636	+	466	14
PFLU_2462	OV986001.1	2680640	2681093	+	454	17
PFLU_2463	OV986001.1	2681182	2681353	+	172	302
PFLU_2465	OV986001.1	2682474	2682756	-	283	94
PFLU_2466	OV986001.1	2682763	2683006	-	244	217
PFLU_2467	OV986001.1	2683117	2683888	+	772	104
PFLU_2468	OV986001.1	2683978	2684152	+	175	2
PFLU_2469	OV986001.1	2684182	2685142	+	961	42
PFLU_2470	OV986001.1	2685190	2686234	-	1045	657
PFLU_2471	OV986001.1	2686248	2687196	-	949	278
PFLU_2472	OV986001.1	2687351	2688290	-	940	49
PFLU_2473	OV986001.1	2688500	2689811	+	1312	15
PFLU_2474	OV986001.1	2689830	2690604	+	775	8
PFLU_2475	OV986001.1	2690610	2691303	-	694	405
PFLU_2477	OV986001.1	2692333	2692810	+	478	134
PFLU_2478	OV986001.1	2692857	2693304	+	448	188
PFLU_2479	OV986001.1	2693391	2693778	+	388	49
PFLU_2480	OV986001.1	2694087	2694462	-	376	218
PFLU_2481	OV986001.1	2694586	2694937	-	352	182
PFLU_2482	OV986001.1	2695698	2696637	-	940	95
PFLU_2482A	OV986001.1	2696742	2697201	+	460	121
PFLU_2483	OV986001.1	2697218	2698748	-	1531	346
PFLU_2484	OV986001.1	2698829	2699048	-	220	19
PFLU_2485	OV986001.1	2699108	2699499	+	392	166
PFLU_2486	OV986001.1	2699749	2701753	+	2005	24
PFLU_2487	OV986001.1	2702121	2703261	-	1141	257
PFLU_2488	OV986001.1	2703514	2704606	-	1093	298
PFLU_2489	OV986001.1	2704690	2705527	-	838	175
PFLU_2490	OV986001.1	2705935	2707258	-	1324	224
PFLU_2491	OV986001.1	2707393	2707519	-	127	18
PFLU_2492	OV986001.1	2707540	2707966	+	427	25
PFLU_2493	OV986001.1	2708137	2708503	+	367	18
