Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	RefSeq
C3JY92	unreviewed	C3JY92_PSEFS	NADH-quinone oxidoreductase subunit M (NADH dehydrogenase I subunit M) (NDH-1 subunit M)	PFLU_3829	Pseudomonas fluorescens (strain SBW25)	510	
C3JYD2	unreviewed	C3JYD2_PSEFS	dihydrofolate reductase (EC 1.5.1.3)	PFLU_3870	Pseudomonas fluorescens (strain SBW25)	165	
C3JYD5	unreviewed	C3JYD5_PSEFS	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	PFLU_3873	Pseudomonas fluorescens (strain SBW25)	169	
C3JYD9	unreviewed	C3JYD9_PSEFS	Exported protein	PFLU_3877	Pseudomonas fluorescens (strain SBW25)	483	WP_012724998.1;
C3JYE2	unreviewed	C3JYE2_PSEFS	Translocation and assembly module subunit TamA (Autotransporter assembly factor TamA)	PFLU_3880	Pseudomonas fluorescens (strain SBW25)	575	WP_012725001.1;
C3JYE4	unreviewed	C3JYE4_PSEFS	Exodeoxyribonuclease III (EC 3.1.11.2)	PFLU_3882	Pseudomonas fluorescens (strain SBW25)	270	
C3JYE9	unreviewed	C3JYE9_PSEFS	hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	PFLU_3887	Pseudomonas fluorescens (strain SBW25)	299	WP_012725008.1;
C3JYF1	unreviewed	C3JYF1_PSEFS	Isovaleryl-CoA dehydrogenase, mitochondrial (EC 1.3.8.4)	PFLU_3889	Pseudomonas fluorescens (strain SBW25)	390	
C3JYF4	unreviewed	C3JYF4_PSEFS	Biotin carboxylase (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	PFLU_3892	Pseudomonas fluorescens (strain SBW25)	641	WP_012725013.1;
C3JYF7	unreviewed	C3JYF7_PSEFS	RNA helicase (EC 3.6.4.13)	PFLU_4540	Pseudomonas fluorescens (strain SBW25)	1303	
C3JYG3	unreviewed	C3JYG3_PSEFS	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	PFLU_4658	Pseudomonas fluorescens (strain SBW25)	240	WP_015885386.1;
C3JYG8	unreviewed	C3JYG8_PSEFS	Catalase-related peroxidase (EC 1.11.1.-)	PFLU_3897	Pseudomonas fluorescens (strain SBW25)	360	WP_012725018.1;
C3JYI2	unreviewed	C3JYI2_PSEFS	2-aminoethylphosphonate--pyruvate transaminase (EC 2.6.1.37) (2-aminoethylphosphonate aminotransferase) (AEP transaminase) (AEPT)	phnW PFLU_3911	Pseudomonas fluorescens (strain SBW25)	367	WP_015884707.1;
C3JYJ1	unreviewed	C3JYJ1_PSEFS	Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	PFLU_3920	Pseudomonas fluorescens (strain SBW25)	886	
C3JYJ7	unreviewed	C3JYJ7_PSEFS	DNA-binding protein HU-beta	PFLU_3926	Pseudomonas fluorescens (strain SBW25)	90	WP_003174819.1;
C3JYK3	unreviewed	C3JYK3_PSEFS	Penicillin-binding protein 7 (EC 3.4.-.-)	PFLU_3932	Pseudomonas fluorescens (strain SBW25)	307	
C3JYL3	unreviewed	C3JYL3_PSEFS	D-hydantoinase/dihydropyrimidinase (EC 3.5.2.2)	PFLU_3942	Pseudomonas fluorescens (strain SBW25)	479	
C3JYL4	unreviewed	C3JYL4_PSEFS	dihydrouracil dehydrogenase (NAD(+)) (EC 1.3.1.1) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	PFLU_3943	Pseudomonas fluorescens (strain SBW25)	455	WP_015884737.1;
C3JYL5	unreviewed	C3JYL5_PSEFS	dihydrouracil dehydrogenase (NAD(+)) (EC 1.3.1.1) (Dihydrothymine dehydrogenase) (Dihydrouracil dehydrogenase)	PFLU_3944	Pseudomonas fluorescens (strain SBW25)	424	
C3JYL7	unreviewed	C3JYL7_PSEFS	Copper resistance protein C	PFLU_3946	Pseudomonas fluorescens (strain SBW25)	121	
C3JYL8	unreviewed	C3JYL8_PSEFS	Copper resistance protein D	PFLU_3947	Pseudomonas fluorescens (strain SBW25)	285	
C3JYM3	unreviewed	C3JYM3_PSEFS	TRAP transporter small permease protein	PFLU_3952	Pseudomonas fluorescens (strain SBW25)	175	WP_015884746.1;
C3JYM4	unreviewed	C3JYM4_PSEFS	TRAP transporter large permease protein	PFLU_3953	Pseudomonas fluorescens (strain SBW25)	426	WP_015884747.1;
C3JYN7	unreviewed	C3JYN7_PSEFS	CTP synthase (glutamine hydrolyzing) (EC 6.3.4.2)	PFLU_4786	Pseudomonas fluorescens (strain SBW25)	236	
C3JYN9	unreviewed	C3JYN9_PSEFS	Pseudouridine synthase (EC 5.4.99.-)	PFLU_4874	Pseudomonas fluorescens (strain SBW25)	403	
C3JYP2	unreviewed	C3JYP2_PSEFS	Segregation and condensation protein A	scpA PFLU_4878	Pseudomonas fluorescens (strain SBW25)	272	
C3JYQ0	unreviewed	C3JYQ0_PSEFS	histidine kinase (EC 2.7.13.3)	PFLU_4886	Pseudomonas fluorescens (strain SBW25)	447	WP_015885587.1;
C3JYQ2	unreviewed	C3JYQ2_PSEFS	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	PFLU_4888	Pseudomonas fluorescens (strain SBW25)	287	WP_015885589.1;
C3JYQ3	unreviewed	C3JYQ3_PSEFS	Arginine-ornithine antiporter	PFLU_4889	Pseudomonas fluorescens (strain SBW25)	475	
C3JYQ4	unreviewed	C3JYQ4_PSEFS	Arginine-ornithine antiporter	PFLU_4890	Pseudomonas fluorescens (strain SBW25)	486	
C3JYQ5	unreviewed	C3JYQ5_PSEFS	Arginine deiminase (ADI) (EC 3.5.3.6) (Arginine dihydrolase) (AD)	arcA PFLU_4891	Pseudomonas fluorescens (strain SBW25)	418	WP_015885592.1;
C3JYQ6	unreviewed	C3JYQ6_PSEFS	Ornithine carbamoyltransferase (OTCase) (EC 2.1.3.3)	argF PFLU_4892	Pseudomonas fluorescens (strain SBW25)	336	WP_015885593.1;
C3JYR0	unreviewed	C3JYR0_PSEFS	Glycine cleavage system H protein	gcvH PFLU_4896	Pseudomonas fluorescens (strain SBW25)	127	WP_015885597.1;
C3JYR2	unreviewed	C3JYR2_PSEFS	L-serine dehydratase (EC 4.3.1.17)	PFLU_4898	Pseudomonas fluorescens (strain SBW25)	458	WP_015885599.1;
C3JYR3	unreviewed	C3JYR3_PSEFS	aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	PFLU_4899	Pseudomonas fluorescens (strain SBW25)	374	
C3JYR6	unreviewed	C3JYR6_PSEFS	Quinolinate synthase (EC 2.5.1.72)	nadA PFLU_4902	Pseudomonas fluorescens (strain SBW25)	352	WP_015885602.1;
C3JYS0	unreviewed	C3JYS0_PSEFS	Cell division coordinator CpoB	cpoB PFLU_4906	Pseudomonas fluorescens (strain SBW25)	278	
C3JYS1	unreviewed	C3JYS1_PSEFS	Peptidoglycan-associated lipoprotein (PAL)	pal PFLU_4907	Pseudomonas fluorescens (strain SBW25)	166	WP_003193861.1;
C3JYS4	unreviewed	C3JYS4_PSEFS	Tol-Pal system protein TolR	tolR PFLU_4910	Pseudomonas fluorescens (strain SBW25)	153	
C3JYS5	unreviewed	C3JYS5_PSEFS	Tol-Pal system protein TolQ	tolQ PFLU_4911	Pseudomonas fluorescens (strain SBW25)	231	WP_015885609.1;
C3JYU0	unreviewed	C3JYU0_PSEFS	Small-conductance mechanosensitive channel	PFLU_4926	Pseudomonas fluorescens (strain SBW25)	280	WP_015885621.1;
C3JYU2	unreviewed	C3JYU2_PSEFS	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	PFLU_4928	Pseudomonas fluorescens (strain SBW25)	305	WP_015885622.1;
C3JYU3	unreviewed	C3JYU3_PSEFS	histidine kinase (EC 2.7.13.3)	PFLU_4929	Pseudomonas fluorescens (strain SBW25)	678	WP_015885623.1;
C3JYU4	unreviewed	C3JYU4_PSEFS	Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase) (Cobinamide/cobalamin adenosyltransferase)	PFLU_4930	Pseudomonas fluorescens (strain SBW25)	192	WP_015885624.1;
C3JYV1	unreviewed	C3JYV1_PSEFS	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	purU PFLU_4938	Pseudomonas fluorescens (strain SBW25)	282	WP_015885632.1;
C3JYV9	unreviewed	C3JYV9_PSEFS	2-oxoisovalerate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain)	PFLU_3964	Pseudomonas fluorescens (strain SBW25)	411	WP_015884757.1;
C3JYW0	unreviewed	C3JYW0_PSEFS	2-oxoisovalerate dehydrogenase subunit beta (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain)	PFLU_3965	Pseudomonas fluorescens (strain SBW25)	339	
C3JYW1	unreviewed	C3JYW1_PSEFS	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)	PFLU_3966	Pseudomonas fluorescens (strain SBW25)	419	WP_015884759.1;
C3JYX2	unreviewed	C3JYX2_PSEFS	Periplasmic protein	PFLU_3977	Pseudomonas fluorescens (strain SBW25)	389	WP_015884770.1;
C3JYX3	unreviewed	C3JYX3_PSEFS	Pyoverdine export ATP-binding/permease protein PvdT	PFLU_3978	Pseudomonas fluorescens (strain SBW25)	656	WP_015884771.1;
C3JZ15	unreviewed	C3JZ15_PSEFS	5-oxoprolinase subunit A (5-OPase subunit A) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A)	pxpA PFLU_4020	Pseudomonas fluorescens (strain SBW25)	257	WP_015884813.1;
C3JZ19	unreviewed	C3JZ19_PSEFS	Biotin carboxylase (EC 6.3.4.14) (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	PFLU_4024	Pseudomonas fluorescens (strain SBW25)	450	
C3JZ45	unreviewed	C3JZ45_PSEFS	Gluconokinase (EC 2.7.1.12)	PFLU_4811	Pseudomonas fluorescens (strain SBW25)	177	WP_015885525.1;
C3JZ58	unreviewed	C3JZ58_PSEFS	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	def PFLU_4825	Pseudomonas fluorescens (strain SBW25)	179	WP_015885538.1;
C3JZ61	unreviewed	C3JZ61_PSEFS	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase)	PFLU_4829	Pseudomonas fluorescens (strain SBW25)	563	
C3JZ62	unreviewed	C3JZ62_PSEFS	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain acyl-CoA synthetase)	PFLU_4830	Pseudomonas fluorescens (strain SBW25)	562	
C3JZ68	unreviewed	C3JZ68_PSEFS	2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14)	PFLU_4836	Pseudomonas fluorescens (strain SBW25)	230	
C3JZ69	unreviewed	C3JZ69_PSEFS	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	pgl PFLU_4837	Pseudomonas fluorescens (strain SBW25)	242	
C3JZ71	unreviewed	C3JZ71_PSEFS	HTH-type transcriptional regulator HexR	PFLU_4840	Pseudomonas fluorescens (strain SBW25)	289	
C3JZ72	unreviewed	C3JZ72_PSEFS	Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15)	PFLU_4841	Pseudomonas fluorescens (strain SBW25)	281	WP_015885550.1;
C3JZ83	unreviewed	C3JZ83_PSEFS	HTH-type transcriptional regulator ArgP	argP PFLU_4852	Pseudomonas fluorescens (strain SBW25)	297	WP_015885560.1;
C3JZ86	unreviewed	C3JZ86_PSEFS	Superoxide dismutase (EC 1.15.1.1)	PFLU_4855	Pseudomonas fluorescens (strain SBW25)	198	WP_003212997.1;
C3JZ90	unreviewed	C3JZ90_PSEFS	Trk system potassium uptake protein	PFLU_4861	Pseudomonas fluorescens (strain SBW25)	484	WP_015885566.1;
C3JZ95	unreviewed	C3JZ95_PSEFS	Aminotransferase (EC 2.6.1.-)	PFLU_4027	Pseudomonas fluorescens (strain SBW25)	402	WP_015884820.1;
C3JZA6	unreviewed	C3JZA6_PSEFS	D-malate dehydrogenase (decarboxylating) (EC 1.1.1.83)	PFLU_4038	Pseudomonas fluorescens (strain SBW25)	361	WP_015884830.1;
C3JZD3	unreviewed	C3JZD3_PSEFS	Tryptophan 2-monooxygenase (EC 1.13.12.3)	PFLU_4065	Pseudomonas fluorescens (strain SBW25)	527	WP_015884857.1;
C3JZE5	unreviewed	C3JZE5_PSEFS	Type II secretion system protein H (General secretion pathway protein H)	PFLU_4077	Pseudomonas fluorescens (strain SBW25)	143	WP_015884869.1;
C3JZE8	unreviewed	C3JZE8_PSEFS	Type II secretion system protein E (T2SS protein E) (Type II traffic warden ATPase)	PFLU_4080	Pseudomonas fluorescens (strain SBW25)	576	
C3JZF0	unreviewed	C3JZF0_PSEFS	Beta-D-glucoside glucohydrolase (Cellobiase) (Gentiobiase)	PFLU_4082	Pseudomonas fluorescens (strain SBW25)	926	
C3JZF5	unreviewed	C3JZF5_PSEFS	Putative aliphatic sulfonates-binding protein	PFLU_4087	Pseudomonas fluorescens (strain SBW25)	310	WP_015884879.1;
C3JZG5	unreviewed	C3JZG5_PSEFS	Putative glutamine transport system permease protein GlnP	PFLU_4098	Pseudomonas fluorescens (strain SBW25)	258	WP_015884889.1;
C3JZG9	unreviewed	C3JZG9_PSEFS	histidine kinase (EC 2.7.13.3)	PFLU_4102	Pseudomonas fluorescens (strain SBW25)	427	WP_015884893.1;
C3JZH5	unreviewed	C3JZH5_PSEFS	Putative xanthine dehydrogenase large subunit (EC 1.1.1.20) (Xanthine dehydrogenase large subunit (EC))	PFLU_4593	Pseudomonas fluorescens (strain SBW25)	799	
C3JZH6	unreviewed	C3JZH6_PSEFS	diguanylate cyclase (EC 2.7.7.65)	PFLU_4600	Pseudomonas fluorescens (strain SBW25)	801	
C3JZH8	unreviewed	C3JZH8_PSEFS	Guanine deaminase (Guanase) (EC 3.5.4.3) (Guanine aminohydrolase)	PFLU_4595	Pseudomonas fluorescens (strain SBW25)	434	
C3JZI6	unreviewed	C3JZI6_PSEFS	Peptidyl-tRNA hydrolase ArfB (EC 3.1.1.29) (Alternative ribosome-rescue factor B)	PFLU_4867	Pseudomonas fluorescens (strain SBW25)	148	
C3JZJ2	unreviewed	C3JZJ2_PSEFS	Outer membrane protein assembly factor BamA	bamA PFLU_4104	Pseudomonas fluorescens (strain SBW25)	788	WP_015884895.1;
C3JZK4	unreviewed	C3JZK4_PSEFS	diguanylate cyclase (EC 2.7.7.65)	PFLU_4116	Pseudomonas fluorescens (strain SBW25)	521	
C3JZK7	unreviewed	C3JZK7_PSEFS	Efflux pump membrane transporter	PFLU_4119	Pseudomonas fluorescens (strain SBW25)	1044	WP_015884910.1;
C3JZK9	unreviewed	C3JZK9_PSEFS	Signal transduction histidine-protein kinase/phosphatase MprB (EC 2.7.13.3) (Mycobacterial persistence regulator B)	PFLU_4121	Pseudomonas fluorescens (strain SBW25)	461	
C3JZM9	unreviewed	C3JZM9_PSEFS	Putative HNH nuclease YajD	PFLU_4139	Pseudomonas fluorescens (strain SBW25)	112	
C3JZQ0	unreviewed	C3JZQ0_PSEFS	Glutaminase-asparaginase (EC 3.5.1.38) (L-ASNase/L-GLNase) (L-asparagine/L-glutamine amidohydrolase)	PFLU_4161	Pseudomonas fluorescens (strain SBW25)	362	WP_015884946.1;
C3JZQ4	unreviewed	C3JZQ4_PSEFS	Translational regulator CsrA (Carbon storage regulator)	csrA PFLU_4165	Pseudomonas fluorescens (strain SBW25)	74	
C3JZR1	unreviewed	C3JZR1_PSEFS	Sensor protein (EC 2.7.13.3)	PFLU_4172	Pseudomonas fluorescens (strain SBW25)	468	WP_015884956.1;
C3JZT2	unreviewed	C3JZT2_PSEFS	Phosphate transporter	PFLU_4794	Pseudomonas fluorescens (strain SBW25)	538	WP_015885508.1;
C3JZT9	unreviewed	C3JZT9_PSEFS	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuD PFLU_4195	Pseudomonas fluorescens (strain SBW25)	214	WP_015884976.1;
C3JZU2	unreviewed	C3JZU2_PSEFS	cyclic-guanylate-specific phosphodiesterase (EC 3.1.4.52)	PFLU_4198	Pseudomonas fluorescens (strain SBW25)	1100	
C3JZV2	unreviewed	C3JZV2_PSEFS	Aminotransferase (EC 2.6.1.-)	PFLU_4209	Pseudomonas fluorescens (strain SBW25)	398	WP_015884988.1;
C3JZV8	unreviewed	C3JZV8_PSEFS	Neutral metalloproteinase (EC 3.4.24.-)	PFLU_4216	Pseudomonas fluorescens (strain SBW25)	353	WP_015884994.1;
C3JZX6	unreviewed	C3JZX6_PSEFS	phosphoglycolate phosphatase (EC 3.1.3.18)	PFLU_4235	Pseudomonas fluorescens (strain SBW25)	227	WP_015885012.1;
C3JZZ4	unreviewed	C3JZZ4_PSEFS	glutathione transferase (EC 2.5.1.18)	PFLU_4253	Pseudomonas fluorescens (strain SBW25)	208	WP_015885030.1;
C3K002	unreviewed	C3K002_PSEFS	Glucarate dehydratase (EC 4.2.1.40)	PFLU_4261	Pseudomonas fluorescens (strain SBW25)	441	
C3K011	unreviewed	C3K011_PSEFS	ABC transport system, ATP-binding protein	PFLU_4270	Pseudomonas fluorescens (strain SBW25)	505	WP_015885047.1;
C3K013	unreviewed	C3K013_PSEFS	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	PFLU_4533	Pseudomonas fluorescens (strain SBW25)	187	WP_015885279.1;
C3K020	unreviewed	C3K020_PSEFS	phosphoserine phosphatase (EC 3.1.3.3)	PFLU_4641	Pseudomonas fluorescens (strain SBW25)	205	
C3K022	unreviewed	C3K022_PSEFS	Metal ion transport protein	PFLU_4659	Pseudomonas fluorescens (strain SBW25)	323	WP_015885387.1;
C3K031	unreviewed	C3K031_PSEFS	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA PFLU_4277	Pseudomonas fluorescens (strain SBW25)	171	
C3K035	unreviewed	C3K035_PSEFS	Endonuclease (EC 3.1.30.-)	PFLU_4282	Pseudomonas fluorescens (strain SBW25)	265	WP_015885058.1;
C3K054	unreviewed	C3K054_PSEFS	diguanylate cyclase (EC 2.7.7.65)	PFLU_4306	Pseudomonas fluorescens (strain SBW25)	315	
C3K064	unreviewed	C3K064_PSEFS	Thiolase	PFLU_4316	Pseudomonas fluorescens (strain SBW25)	394	WP_015885086.1;
C3K067	unreviewed	C3K067_PSEFS	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	PFLU_4319	Pseudomonas fluorescens (strain SBW25)	1622	
C3K068	unreviewed	C3K068_PSEFS	asparagine synthase (glutamine-hydrolyzing) (EC 6.3.5.4)	PFLU_4320	Pseudomonas fluorescens (strain SBW25)	590	WP_015885090.1;
C3K072	unreviewed	C3K072_PSEFS	Translational regulator CsrA (Carbon storage regulator)	csrA2 csrA PFLU_4324	Pseudomonas fluorescens (strain SBW25)	67	WP_015885093.1;
C3K087	unreviewed	C3K087_PSEFS	Ribosomal protein uL3 glutamine methyltransferase (uL3 MTase) (EC 2.1.1.298) (N5-glutamine methyltransferase PrmB)	prmB PFLU_4341	Pseudomonas fluorescens (strain SBW25)	302	WP_015885107.1;
C3K0A4	unreviewed	C3K0A4_PSEFS	5-hydroxyisourate hydrolase (HIU hydrolase) (HIUHase) (EC 3.5.2.17)	PFLU_4358	Pseudomonas fluorescens (strain SBW25)	117	
C3K0A6	unreviewed	C3K0A6_PSEFS	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase (EC 4.1.1.97)	PFLU_4360	Pseudomonas fluorescens (strain SBW25)	171	
C3K0B9	unreviewed	C3K0B9_PSEFS	Ribonuclease VapC (RNase VapC) (EC 3.1.-.-) (Toxin VapC)	vapC PFLU_4773	Pseudomonas fluorescens (strain SBW25)	135	
C3K0C7	unreviewed	C3K0C7_PSEFS	diguanylate cyclase (EC 2.7.7.65)	PFLU_4782	Pseudomonas fluorescens (strain SBW25)	352	WP_015885496.1;
C3K0D4	unreviewed	C3K0D4_PSEFS	Septum site-determining protein MinD (Cell division inhibitor MinD)	PFLU_4370	Pseudomonas fluorescens (strain SBW25)	270	
C3K0E3	unreviewed	C3K0E3_PSEFS	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	PFLU_4379	Pseudomonas fluorescens (strain SBW25)	255	WP_015885140.1;
C3K0E4	unreviewed	C3K0E4_PSEFS	histidine kinase (EC 2.7.13.3)	PFLU_4380	Pseudomonas fluorescens (strain SBW25)	440	WP_015885141.1;
C3K0F1	unreviewed	C3K0F1_PSEFS	Pyoverdine synthetase A	pvsA PFLU_4387	Pseudomonas fluorescens (strain SBW25)	4296	WP_015885148.1;
C3K0G1	unreviewed	C3K0G1_PSEFS	Biotin carboxylase (Acetyl-coenzyme A carboxylase biotin carboxylase subunit A)	PFLU_4397	Pseudomonas fluorescens (strain SBW25)	627	WP_015885157.1;
C3K0G7	unreviewed	C3K0G7_PSEFS	histidine kinase (EC 2.7.13.3)	PFLU_4403	Pseudomonas fluorescens (strain SBW25)	329	
C3K0G9	unreviewed	C3K0G9_PSEFS	Probable lipid kinase YegS-like (EC 2.7.1.-)	PFLU_4405	Pseudomonas fluorescens (strain SBW25)	306	
C3K0H7	unreviewed	C3K0H7_PSEFS	Chemotaxis protein CheA (EC 2.7.13.3)	PFLU_4414	Pseudomonas fluorescens (strain SBW25)	738	WP_015885171.1;
C3K0H8	unreviewed	C3K0H8_PSEFS	Protein phosphatase CheZ (EC 3.1.3.-) (Chemotaxis protein CheZ)	PFLU_4415	Pseudomonas fluorescens (strain SBW25)	262	WP_015885172.1;
C3K0I0	unreviewed	C3K0I0_PSEFS	RNA polymerase sigma factor FliA (RNA polymerase sigma factor for flagellar operon) (Sigma F) (Sigma-28)	fliA PFLU_4417	Pseudomonas fluorescens (strain SBW25)	246	WP_015885174.1;
C3K0I2	unreviewed	C3K0I2_PSEFS	Flagellar biosynthesis protein FlhF	PFLU_4419	Pseudomonas fluorescens (strain SBW25)	438	
C3K0I3	unreviewed	C3K0I3_PSEFS	Flagellar biosynthesis protein FlhA	flhA PFLU_4420	Pseudomonas fluorescens (strain SBW25)	709	WP_015885176.1;
C3K0I5	unreviewed	C3K0I5_PSEFS	Flagellar biosynthetic protein FlhB	flhB PFLU_4422	Pseudomonas fluorescens (strain SBW25)	378	WP_015885178.1;
C3K0I6	unreviewed	C3K0I6_PSEFS	Flagellar biosynthetic protein FliR	PFLU_4423	Pseudomonas fluorescens (strain SBW25)	258	
C3K0I7	unreviewed	C3K0I7_PSEFS	Flagellar biosynthetic protein FliQ	fliQ PFLU_4424	Pseudomonas fluorescens (strain SBW25)	89	WP_010208761.1;
C3K0I8	unreviewed	C3K0I8_PSEFS	Flagellar biosynthetic protein FliP	fliP PFLU_4425	Pseudomonas fluorescens (strain SBW25)	247	WP_015885180.1;
C3K0I9	unreviewed	C3K0I9_PSEFS	Flagellar protein	PFLU_4426	Pseudomonas fluorescens (strain SBW25)	145	
C3K0J0	unreviewed	C3K0J0_PSEFS	Flagellar motor switch protein FliN	PFLU_4427	Pseudomonas fluorescens (strain SBW25)	155	
C3K0J1	unreviewed	C3K0J1_PSEFS	Flagellar motor switch protein FliM	PFLU_4428	Pseudomonas fluorescens (strain SBW25)	322	
C3K0J2	unreviewed	C3K0J2_PSEFS	Flagellar protein FliL	PFLU_4429	Pseudomonas fluorescens (strain SBW25)	166	
C3K0K5	unreviewed	C3K0K5_PSEFS	Electron transfer flavoprotein subunit alpha (Electron transfer flavoprotein large subunit)	PFLU_4676	Pseudomonas fluorescens (strain SBW25)	309	WP_015885404.1;
C3K0K6	unreviewed	C3K0K6_PSEFS	Electron transfer flavoprotein subunit beta (Electron transfer flavoprotein small subunit)	PFLU_4677	Pseudomonas fluorescens (strain SBW25)	249	WP_015885405.1;
C3K0K7	unreviewed	C3K0K7_PSEFS	Electron transfer flavoprotein-ubiquinone oxidoreductase (ETF-QO) (EC 1.5.5.1)	PFLU_4678	Pseudomonas fluorescens (strain SBW25)	554	WP_015885406.1;
C3K0L3	unreviewed	C3K0L3_PSEFS	L-arabinose-binding periplasmic protein (ABP)	PFLU_4684	Pseudomonas fluorescens (strain SBW25)	330	
C3K0M8	unreviewed	C3K0M8_PSEFS	DNA polymerase III subunit delta' (EC 2.7.7.7)	PFLU_4699	Pseudomonas fluorescens (strain SBW25)	329	WP_015885427.1;
C3K0N1	unreviewed	C3K0N1_PSEFS	Aminodeoxychorismate lyase (EC 4.1.3.38)	PFLU_4702	Pseudomonas fluorescens (strain SBW25)	272	
C3K0N2	unreviewed	C3K0N2_PSEFS	3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179)	PFLU_4703	Pseudomonas fluorescens (strain SBW25)	414	
C3K0N4	unreviewed	C3K0N4_PSEFS	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100)	PFLU_4705	Pseudomonas fluorescens (strain SBW25)	247	
C3K0N5	unreviewed	C3K0N5_PSEFS	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	PFLU_4706	Pseudomonas fluorescens (strain SBW25)	312	
C3K0N8	unreviewed	C3K0N8_PSEFS	Large ribosomal RNA subunit accumulation protein YceD (23S rRNA accumulation protein YceD)	PFLU_4709	Pseudomonas fluorescens (strain SBW25)	176	WP_015885435.1;
C3K0N9	unreviewed	C3K0N9_PSEFS	7-methyl-GTP pyrophosphatase (m(7)GTP pyrophosphatase) (EC 3.6.1.-)	PFLU_4710	Pseudomonas fluorescens (strain SBW25)	192	WP_015885436.1;
C3K0P2	unreviewed	C3K0P2_PSEFS	Pseudouridine synthase (EC 5.4.99.-)	PFLU_4713	Pseudomonas fluorescens (strain SBW25)	319	
C3K0P8	unreviewed	C3K0P8_PSEFS	histidine kinase (EC 2.7.13.3)	PFLU_4719	Pseudomonas fluorescens (strain SBW25)	448	WP_015885445.1;
C3K0Q2	unreviewed	C3K0Q2_PSEFS	histidine kinase (EC 2.7.13.3)	PFLU_4723	Pseudomonas fluorescens (strain SBW25)	536	WP_015885449.1;
C3K0Q5	unreviewed	C3K0Q5_PSEFS	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	PFLU_4726	Pseudomonas fluorescens (strain SBW25)	964	WP_015885452.1;
C3K0Q7	unreviewed	C3K0Q7_PSEFS	Flagellar hook protein FlgE	PFLU_4728	Pseudomonas fluorescens (strain SBW25)	434	
C3K0R0	unreviewed	C3K0R0_PSEFS	Flagellar basal body rod protein FlgB	PFLU_4731	Pseudomonas fluorescens (strain SBW25)	135	
C3K0R3	unreviewed	C3K0R3_PSEFS	Flagella basal body P-ring formation protein FlgA	PFLU_4734	Pseudomonas fluorescens (strain SBW25)	236	
C3K0R4	unreviewed	C3K0R4_PSEFS	Negative regulator of flagellin synthesis (Anti-sigma-28 factor)	PFLU_4736	Pseudomonas fluorescens (strain SBW25)	107	
C3K0S1	unreviewed	C3K0S1_PSEFS	Magnesium transporter MgtE	PFLU_4745	Pseudomonas fluorescens (strain SBW25)	480	
C3K0S5	unreviewed	C3K0S5_PSEFS	P-type cation-transporting ATPase	PFLU_4565	Pseudomonas fluorescens (strain SBW25)	814	WP_015885304.1;
C3K0S9	unreviewed	C3K0S9_PSEFS	uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107)	PFLU_4611	Pseudomonas fluorescens (strain SBW25)	247	
